loan_id,customer_id,disbursement_date,loan_amount,interest_rate,term_months,product_type_id,channel_id,dsa_id,region_id,loan_status,total_received,credit_score,created_at,updated_at
LN018139,59592,12/29/23,431000000,7.93,24,2,3,,1,Approved,499356600,Medium,12/29/23 6:35,1/27/24 6:35
LN018140,97151,6/25/23,233000000,22.55,12,1,1,,1,Approved,285541500,High,6/25/23 8:43,7/6/23 8:43
LN018141,67333,3/9/23,258000000,8.46,60,1,3,,3,Charged-off,367134000,Low,3/9/23 0:56,3/13/23 0:56
LN018142,18039,6/27/23,156000000,13.82,36,1,3,,1,Approved,220677600,Medium,6/27/23 14:34,7/23/23 14:34
LN018143,18198,5/14/23,334000000,6.74,12,1,1,,2,Charged-off,356511600,High,5/14/23 6:40,5/17/23 6:40
LN018144,44354,10/10/23,57000000,13.96,24,1,2,,3,Charged-off,72914400,Low,10/10/23 13:05,10/23/23 13:05
LN018145,13824,4/9/23,391000000,5.08,36,2,1,,2,Approved,450588400,High,4/9/23 18:13,4/20/23 18:13
LN018146,60420,9/8/23,122000000,13.87,12,1,3,,2,Approved,138921400,High,9/8/23 1:03,9/15/23 1:03
LN018147,99535,5/25/23,256000000,18.76,24,2,3,,1,Approved,352051200,High,5/25/23 2:29,6/11/23 2:29
LN018148,13436,5/17/23,334000000,8.66,12,2,3,,3,Charged-off,362924400,High,5/17/23 21:05,6/14/23 21:05
LN018149,50857,2/12/23,171000000,16.06,48,1,2,,1,Charged-off,280850400,Medium,2/12/23 20:21,3/10/23 20:21
LN018150,26057,8/19/23,470000000,14.49,24,2,3,,3,Approved,606206000,Low,8/19/23 1:20,9/7/23 1:20
LN018151,11310,12/10/23,394000000,11.7,36,2,3,,3,Approved,532294000,Medium,12/10/23 12:25,12/24/23 12:25
LN018152,85355,2/13/23,165000000,18.42,12,1,2,,1,Approved,195393000,Low,2/13/23 1:00,3/11/23 1:00
LN018153,88993,12/8/23,66000000,24.9,24,1,1,,3,Approved,98868000,Medium,12/8/23 6:06,1/1/24 6:06
LN018154,76013,6/13/23,194000000,23.76,60,2,2,,2,Approved,424472000,Low,6/13/23 10:20,7/13/23 10:20
LN018155,70022,9/18/23,33000000,24.4,24,2,3,,3,Approved,49104000,High,9/18/23 1:24,10/13/23 1:24
LN018156,18906,2/28/23,189000000,5.4,12,2,1,,1,Charged-off,199206000,High,2/28/23 13:41,3/23/23 13:41
LN018157,19868,1/12/23,390000000,10.13,60,2,2,,2,Charged-off,587535000,Low,1/12/23 10:44,1/18/23 10:44
LN018158,28546,3/7/23,234000000,23.46,36,1,3,,3,Approved,398689200,High,3/7/23 2:11,4/1/23 2:11
LN018159,82855,2/24/23,425000000,5.97,60,1,3,,3,Charged-off,551862500,High,2/24/23 2:15,3/14/23 2:15
LN018160,43149,5/5/23,325000000,12.3,12,1,3,,3,Approved,364975000,Low,5/5/23 23:01,6/2/23 23:01
LN018161,77381,2/8/23,23000000,18.04,60,2,2,,1,Approved,43746000,Low,2/8/23 16:00,3/5/23 16:00
LN018162,33684,4/1/23,98000000,24.66,12,1,3,,3,Approved,122166800,High,4/1/23 21:46,4/30/23 21:46
LN018163,39858,7/11/23,263000000,10.52,60,2,3,,3,Charged-off,401338000,High,7/11/23 9:19,8/1/23 9:19
LN018164,55330,2/3/23,69000000,20.28,48,1,2,,2,Approved,124972800,Low,2/3/23 16:12,2/4/23 16:12
LN018165,69204,3/20/23,179000000,18.21,36,1,2,,3,Approved,276787700,Medium,3/20/23 2:39,4/3/23 2:39
LN018166,35293,10/20/23,469000000,17.27,36,1,1,,1,Charged-off,711988900,Medium,10/20/23 3:01,11/17/23 3:01
LN018167,66869,5/2/23,480000000,19.86,36,1,3,,3,Approved,765984000,Low,5/2/23 15:43,5/14/23 15:43
LN018168,14629,2/14/23,362000000,10.08,48,1,3,,3,Approved,507958400,High,2/14/23 1:40,2/26/23 1:40
LN018169,15704,2/8/23,55000000,11.77,36,1,3,,2,Approved,74420500,Medium,2/8/23 22:48,3/3/23 22:48
LN018170,11776,1/5/23,182000000,16.21,60,1,3,,3,Charged-off,329511000,High,1/5/23 13:24,1/17/23 13:24
LN018171,67255,1/7/23,156000000,13.78,24,2,1,,3,Approved,198993600,Medium,1/7/23 9:16,1/22/23 9:16
LN018172,58281,6/24/23,125000000,19.44,48,1,2,,3,Approved,222200000,High,6/24/23 18:27,7/5/23 18:27
LN018173,41236,11/13/23,366000000,21.01,48,1,1,,1,Approved,673586400,High,11/13/23 12:00,12/5/23 12:00
LN018174,76780,2/6/23,434000000,15.56,12,3,1,,3,Approved,501530400,High,2/6/23 15:00,2/10/23 15:00
LN018175,11333,3/21/23,34000000,12.88,48,1,2,,3,Charged-off,51516800,Low,3/21/23 19:20,4/17/23 19:20
LN018176,79205,10/26/23,254000000,23.24,36,1,1,,1,Approved,431088800,Low,10/26/23 14:52,11/3/23 14:52
LN018177,93120,11/17/23,276000000,20,48,1,2,,2,Approved,496800000,Medium,11/17/23 17:24,12/7/23 17:24
LN018178,60946,8/24/23,32000000,18.46,48,2,3,,2,Approved,55628800,High,8/24/23 18:58,9/2/23 18:58
LN018179,65333,11/20/23,338000000,6.15,60,1,2,,1,Approved,441935000,Medium,11/20/23 13:50,11/25/23 13:50
LN018180,37277,6/19/23,329000000,15.56,60,1,3,,1,Approved,584962000,High,6/19/23 6:39,6/19/23 6:39
LN018181,60606,12/7/23,35000000,7.43,48,2,3,,1,Charged-off,45402000,Medium,12/7/23 21:31,1/6/24 21:31
LN018182,11933,2/24/23,397000000,18.21,36,1,3,,1,Approved,613881100,High,2/24/23 22:26,3/22/23 22:26
LN018183,43514,11/10/23,203000000,10.99,60,1,3,,1,Approved,314548500,Low,11/10/23 3:03,11/17/23 3:03
LN018184,99893,3/4/23,312000000,19.77,24,3,3,,1,Approved,435364800,High,3/4/23 5:34,3/7/23 5:34
LN018185,72958,1/29/23,314000000,20.56,60,1,1,,2,Approved,636792000,Medium,1/29/23 8:41,2/24/23 8:41
LN018186,16827,12/27/23,194000000,11.01,12,3,1,,3,Approved,215359400,Low,12/27/23 1:54,1/20/24 1:54
LN018187,40844,3/13/23,453000000,24.53,12,2,1,,1,Approved,564120900,High,3/13/23 15:17,3/23/23 15:17
LN018188,10792,4/13/23,60000000,15.33,48,2,3,,3,Approved,96792000,Medium,4/13/23 22:32,4/28/23 22:32
LN018189,49695,2/11/23,208000000,9.36,48,1,3,,2,Approved,285875200,Medium,2/11/23 20:37,3/1/23 20:37
LN018190,93187,4/6/23,136000000,20.5,36,3,3,,2,Charged-off,219640000,Medium,4/6/23 0:51,4/24/23 0:51
LN018191,52510,2/16/23,271000000,20.21,24,2,3,,3,Approved,380538200,High,2/16/23 10:30,3/3/23 10:30
LN018192,49137,2/16/23,197000000,13.28,36,1,2,,3,Approved,275484800,Medium,2/16/23 21:39,2/16/23 21:39
LN018193,94610,1/2/23,482000000,18.17,36,2,3,,3,Approved,744738200,High,1/2/23 10:09,1/14/23 10:09
LN018194,83410,8/10/23,174000000,5.43,12,2,2,,3,Approved,183448200,Low,8/10/23 18:32,9/8/23 18:32
LN018195,92212,12/18/23,481000000,10.82,24,1,1,,1,Approved,585088400,Medium,12/18/23 23:22,1/15/24 23:22
LN018196,49632,4/30/23,20000000,22.63,24,1,3,,1,Approved,29052000,Medium,4/30/23 2:44,5/11/23 2:44
LN018197,46790,4/18/23,337000000,9.64,60,1,2,,1,Approved,499434000,High,4/18/23 8:24,5/13/23 8:24
LN018198,93568,1/26/23,296000000,23.11,48,2,3,,3,Approved,569622400,Medium,1/26/23 18:30,2/12/23 18:30
LN018199,40885,2/10/23,391000000,16.6,48,1,3,,1,Charged-off,650624000,Low,2/10/23 22:26,2/12/23 22:26
LN018200,75214,7/18/23,243000000,23.06,12,2,1,,1,Approved,299035800,Medium,7/18/23 17:47,7/21/23 17:47
LN018201,86544,6/14/23,354000000,7.62,12,1,3,,3,Approved,380974800,Low,6/14/23 4:06,6/18/23 4:06
LN018202,54870,11/17/23,460000000,14.28,60,1,3,,2,Approved,788440000,Medium,11/17/23 19:42,11/25/23 19:42
LN018203,58110,9/29/23,456000000,10.93,60,1,1,,2,Approved,705204000,Medium,9/29/23 2:07,10/10/23 2:07
LN018204,15171,4/9/23,114000000,22.74,36,3,3,,1,Approved,191770800,Medium,4/9/23 4:14,5/3/23 4:14
LN018205,19589,9/1/23,205000000,11.83,48,2,1,,3,Approved,302006000,Medium,9/1/23 3:24,9/2/23 3:24
LN018206,28077,4/12/23,427000000,16.77,60,1,3,,2,Approved,785039500,High,4/12/23 9:21,5/7/23 9:21
LN018207,74874,12/29/23,334000000,21.55,24,1,3,,3,Approved,477954000,High,12/29/23 11:26,1/13/24 11:26
LN018208,82246,9/11/23,142000000,9.58,36,1,3,,1,Charged-off,182810800,High,9/11/23 23:50,9/25/23 23:50
LN018209,95772,11/6/23,216000000,5.91,36,1,1,,2,Approved,254296800,Low,11/6/23 13:53,11/23/23 13:53
LN018210,48227,12/28/23,411000000,14.88,48,1,3,,3,Approved,655627200,High,12/28/23 17:03,1/4/24 17:03
LN018211,24937,4/6/23,172000000,18.67,48,1,3,,3,Approved,300449600,Medium,4/6/23 23:43,4/19/23 23:43
LN018212,19754,8/29/23,169000000,19.39,48,2,3,,3,Approved,300076400,High,8/29/23 13:43,9/5/23 13:43
LN018213,35688,5/28/23,121000000,13.34,12,2,3,,2,Approved,137141400,High,5/28/23 15:51,6/7/23 15:51
LN018214,17048,12/13/23,148000000,6.57,48,1,3,,1,Approved,186894400,Medium,12/13/23 14:59,12/14/23 14:59
LN018215,32568,10/31/23,174000000,13.06,12,1,1,,2,Approved,196724400,Medium,10/31/23 14:12,11/21/23 14:12
LN018216,85019,2/1/23,242000000,7.44,60,1,2,,1,Approved,332024000,Medium,2/1/23 2:25,2/26/23 2:25
LN018217,27545,8/15/23,99000000,6.44,24,1,3,,3,Approved,111751200,High,8/15/23 19:56,9/3/23 19:56
LN018218,92949,4/5/23,334000000,11.07,24,3,3,,1,Approved,407947600,Medium,4/5/23 11:32,4/18/23 11:32
LN018219,55217,9/17/23,343000000,20.54,36,1,3,,1,Approved,554356600,Medium,9/17/23 4:24,10/10/23 4:24
LN018220,58122,1/4/23,473000000,20.37,36,3,2,,3,Approved,762050300,High,1/4/23 9:08,1/20/23 9:08
LN018221,43746,2/10/23,268000000,17.16,36,1,3,,1,Charged-off,405966400,High,2/10/23 19:16,2/11/23 19:16
LN018222,18709,4/1/23,488000000,21.52,24,2,2,,3,Approved,698035200,High,4/1/23 13:37,4/28/23 13:37
LN018223,35358,4/12/23,497000000,15.02,36,1,2,,2,Approved,720948200,High,4/12/23 0:59,4/15/23 0:59
LN018224,21023,5/15/23,397000000,9.87,12,3,2,,1,Approved,436183900,High,5/15/23 3:17,6/2/23 3:17
LN018225,38756,3/15/23,477000000,16.4,36,1,2,,3,Approved,711684000,High,3/15/23 16:31,3/19/23 16:31
LN018226,73175,10/5/23,156000000,23.46,60,3,1,,3,Approved,338988000,Low,10/5/23 1:19,10/9/23 1:19
LN018227,64281,10/22/23,393000000,5.72,36,1,3,,3,Approved,460438800,Low,10/22/23 19:23,11/5/23 19:23
LN018228,59289,4/7/23,241000000,24.3,12,1,3,,1,Approved,299563000,Medium,4/7/23 5:13,4/10/23 5:13
LN018229,68097,12/25/23,226000000,19.89,24,1,1,,1,Charged-off,315902800,Medium,12/25/23 3:13,1/18/24 3:13
LN018230,86681,3/5/23,345000000,18.72,24,3,1,,2,Approved,474168000,High,3/5/23 15:21,3/29/23 15:21
LN018231,96728,12/26/23,479000000,17.28,24,1,2,,3,Charged-off,644542400,Low,12/26/23 14:24,1/8/24 14:24
LN018232,57259,2/8/23,68000000,10.15,12,1,3,,2,Approved,74902000,Low,2/8/23 10:27,2/21/23 10:27
LN018233,28839,4/7/23,122000000,22.71,24,2,1,,1,Approved,177412400,Medium,4/7/23 11:18,4/12/23 11:18
LN018234,37410,4/6/23,204000000,24.43,48,1,3,,3,Approved,403348800,High,4/6/23 2:33,4/12/23 2:33
LN018235,21447,6/14/23,391000000,23.48,36,1,3,,2,Approved,666420400,Medium,6/14/23 16:29,7/11/23 16:29
LN018236,96569,4/27/23,184000000,7.18,12,2,2,,3,Approved,197211200,Medium,4/27/23 15:55,5/26/23 15:55
LN018237,85665,3/25/23,423000000,19.73,36,1,2,,1,Approved,673373700,Low,3/25/23 1:22,4/13/23 1:22
LN018238,23907,7/22/23,192000000,16.13,60,1,3,,2,Approved,346848000,Low,7/22/23 4:24,8/11/23 4:24
LN018239,31637,11/22/23,204000000,20.77,36,3,3,,3,Approved,331112400,Low,11/22/23 5:12,11/29/23 5:12
LN018240,48196,10/31/23,433000000,12.05,12,3,2,,1,Approved,485176500,Medium,10/31/23 22:42,11/11/23 22:42
LN018241,32369,6/1/23,58000000,24.14,48,1,2,,2,Approved,114004800,Low,6/1/23 7:01,6/6/23 7:01
LN018242,12589,11/4/23,260000000,11.25,48,1,3,,2,Approved,377000000,Medium,11/4/23 18:56,12/2/23 18:56
LN018243,33560,7/31/23,57000000,19.76,24,1,2,,2,Approved,79526400,Medium,7/31/23 0:08,8/13/23 0:08
LN018244,13034,9/17/23,399000000,15.08,48,1,2,,3,Approved,639676800,High,9/17/23 8:35,9/17/23 8:35
LN018245,10169,11/24/23,397000000,17.34,60,1,1,,1,Approved,741199000,Low,11/24/23 11:56,11/26/23 11:56
LN018246,13239,5/27/23,258000000,7.31,60,3,3,,1,Approved,352299000,Low,5/27/23 7:51,6/10/23 7:51
LN018247,13415,4/22/23,411000000,17.22,36,2,3,,3,Charged-off,623322600,Low,4/22/23 10:25,5/12/23 10:25
LN018248,95488,8/7/23,360000000,16.27,60,3,3,,2,Approved,652860000,High,8/7/23 15:25,9/6/23 15:25
LN018249,86944,5/9/23,267000000,19.38,12,3,1,,3,Approved,318744600,High,5/9/23 17:13,5/23/23 17:13
LN018250,13484,6/26/23,267000000,10.75,24,1,3,,3,Approved,324405000,Medium,6/26/23 5:32,7/1/23 5:32
LN018251,63987,5/4/23,99000000,21.65,60,3,3,,1,Approved,206167500,Medium,5/4/23 15:01,5/31/23 15:01
LN018252,28225,9/29/23,277000000,23.91,24,3,1,,3,Approved,409461400,Medium,9/29/23 15:42,10/12/23 15:42
LN018253,90459,1/4/23,239000000,22.64,24,2,2,,3,Approved,347219200,Medium,1/4/23 22:25,1/14/23 22:25
LN018254,71104,12/2/23,308000000,12.83,36,1,2,,2,Approved,426549200,Medium,12/2/23 4:38,12/12/23 4:38
LN018255,30936,12/16/23,134000000,20.24,12,2,3,,1,Approved,161121600,High,12/16/23 11:00,1/1/24 11:00
LN018256,49612,5/9/23,231000000,12.3,36,1,2,,3,Approved,316239000,High,5/9/23 6:28,5/11/23 6:28
LN018257,94946,5/25/23,267000000,22.26,60,1,3,,1,Approved,564171000,Medium,5/25/23 5:04,6/20/23 5:04
LN018258,49952,3/24/23,379000000,12.51,60,2,1,,2,Approved,616064500,Low,3/24/23 2:01,4/21/23 2:01
LN018259,68945,2/3/23,242000000,8.72,24,2,2,,2,Charged-off,284204800,Medium,2/3/23 21:04,2/9/23 21:04
LN018260,97399,2/1/23,141000000,14.78,48,3,2,,2,Approved,224359200,High,2/1/23 12:03,2/5/23 12:03
LN018261,15380,2/2/23,238000000,7.7,24,1,3,,3,Approved,274652000,High,2/2/23 21:42,2/27/23 21:42
LN018262,60298,9/10/23,180000000,16.74,12,1,1,,3,Approved,210132000,Medium,9/10/23 20:04,9/23/23 20:04
LN018263,96246,6/26/23,245000000,16.53,48,3,3,,1,Approved,406994000,Medium,6/26/23 21:59,6/29/23 21:59
LN018264,90821,1/31/23,271000000,14.82,48,2,2,,2,Charged-off,431648800,Medium,1/31/23 23:32,2/6/23 23:32
LN018265,37260,11/14/23,105000000,17.07,48,2,2,,3,Charged-off,176694000,Low,11/14/23 6:13,11/24/23 6:13
LN018266,42879,8/9/23,112000000,24.51,60,2,2,,3,Approved,249256000,Low,8/9/23 18:09,8/29/23 18:09
LN018267,26143,2/10/23,50000000,12.67,12,3,1,,2,Approved,56335000,Medium,2/10/23 9:08,3/7/23 9:08
LN018268,59744,12/12/23,258000000,13.46,60,1,1,,1,Approved,431634000,High,12/12/23 17:53,12/20/23 17:53
LN018269,82949,8/17/23,374000000,10.48,24,1,3,,3,Approved,452390400,Medium,8/17/23 19:15,9/16/23 19:15
LN018270,41578,1/7/23,49000000,8.69,24,1,2,,2,Approved,57516200,Low,1/7/23 18:57,1/11/23 18:57
LN018271,90262,12/12/23,105000000,10.78,24,2,3,,1,Approved,127638000,Low,12/12/23 16:11,1/7/24 16:11
LN018272,67331,2/15/23,324000000,9.25,24,2,3,,1,Approved,383940000,Low,2/15/23 8:02,3/1/23 8:02
LN018273,73815,6/13/23,65000000,13.65,60,1,2,,1,Approved,109362500,Medium,6/13/23 12:18,7/12/23 12:18
LN018274,81519,10/29/23,302000000,9.67,48,1,3,,3,Approved,418813600,Medium,10/29/23 17:08,11/25/23 17:08
LN018275,29178,7/5/23,243000000,15.35,12,3,3,,3,Approved,280300500,Medium,7/5/23 17:01,8/2/23 17:01
LN018276,85857,12/24/23,223000000,10.73,36,2,1,,2,Charged-off,294783700,High,12/24/23 5:57,12/24/23 5:57
LN018277,70197,12/15/23,325000000,13.49,36,2,3,,3,Charged-off,456527500,Low,12/15/23 15:39,12/17/23 15:39
LN018278,46366,11/7/23,472000000,7.59,24,3,1,,1,Charged-off,543649600,Low,11/7/23 5:51,11/28/23 5:51
LN018279,62955,12/14/23,466000000,8.28,60,1,2,,3,Approved,658924000,High,12/14/23 21:08,1/9/24 21:08
LN018280,51911,2/3/23,263000000,17.28,24,3,3,,3,Approved,353892800,High,2/3/23 20:44,2/20/23 20:44
LN018281,93422,10/19/23,420000000,16.31,60,2,2,,3,Charged-off,762510000,High,10/19/23 6:29,10/23/23 6:29
LN018282,63619,5/15/23,475000000,8.42,48,2,1,,3,Approved,634980000,Medium,5/15/23 7:20,5/21/23 7:20
LN018283,54296,6/13/23,389000000,10.9,12,2,3,,1,Approved,431401000,Medium,6/13/23 21:27,6/19/23 21:27
LN018284,32791,8/19/23,230000000,9.43,24,3,1,,3,Approved,273378000,Low,8/19/23 11:35,9/8/23 11:35
LN018285,18301,7/3/23,245000000,20.95,12,3,3,,1,Approved,296327500,High,7/3/23 23:54,7/27/23 23:54
LN018286,45779,9/3/23,427000000,12.3,48,1,2,,3,Approved,637084000,Medium,9/3/23 16:07,9/30/23 16:07
LN018287,46894,7/9/23,116000000,13.12,36,3,2,,3,Approved,161657600,Medium,7/9/23 23:21,7/13/23 23:21
LN018288,89618,9/13/23,220000000,18.3,24,1,3,,1,Approved,300520000,Medium,9/13/23 21:24,10/3/23 21:24
LN018289,59250,6/3/23,451000000,11.51,36,2,1,,1,Charged-off,606730300,High,6/3/23 0:32,6/23/23 0:32
LN018290,80994,9/8/23,452000000,12.56,12,2,3,,1,Approved,508771200,Medium,9/8/23 5:34,10/7/23 5:34
LN018291,51770,6/10/23,53000000,20.96,12,1,2,,1,Approved,64108800,High,6/10/23 23:53,6/11/23 23:53
LN018292,32300,10/7/23,244000000,20.89,36,2,3,,2,Approved,396914800,Medium,10/7/23 8:42,10/8/23 8:42
LN018293,78235,4/8/23,411000000,17.09,48,1,2,,1,Approved,691959600,Medium,4/8/23 1:01,4/13/23 1:01
LN018294,39485,4/27/23,408000000,16.18,12,1,3,,1,Charged-off,474014400,Low,4/27/23 20:54,5/7/23 20:54
LN018295,50285,10/28/23,45000000,8.62,60,2,2,,1,Approved,64395000,Medium,10/28/23 8:17,11/24/23 8:17
LN018296,76555,3/29/23,98000000,14.46,12,3,2,,3,Approved,112170800,High,3/29/23 19:38,4/27/23 19:38
LN018297,42471,1/22/23,96000000,10.49,12,1,3,,3,Approved,106070400,Medium,1/22/23 17:10,2/12/23 17:10
LN018298,58671,12/20/23,363000000,19.6,60,1,3,,3,Approved,718740000,Medium,12/20/23 13:41,12/27/23 13:41
LN018299,30270,6/30/23,403000000,17.56,12,1,2,,1,Approved,473766800,High,6/30/23 22:43,7/1/23 22:43
LN018300,98151,7/29/23,260000000,12.55,48,2,2,,2,Approved,390520000,High,7/29/23 14:27,8/6/23 14:27
LN018301,23698,8/27/23,438000000,15.7,60,2,2,,3,Approved,781830000,Medium,8/27/23 6:40,9/22/23 6:40
LN018302,82265,8/25/23,184000000,13.42,12,2,2,,3,Approved,208692800,Low,8/25/23 20:41,9/21/23 20:41
LN018303,49729,6/16/23,59000000,7.93,60,2,3,,3,Approved,82393500,Low,6/16/23 18:02,7/9/23 18:02
LN018304,21171,7/26/23,314000000,20.62,12,1,1,,3,Approved,378746800,Low,7/26/23 10:31,8/7/23 10:31
LN018305,89483,8/26/23,20000000,22.97,12,3,3,,1,Approved,24594000,High,8/26/23 13:06,9/10/23 13:06
LN018306,70684,8/26/23,194000000,23.61,24,2,2,,1,Approved,285606800,High,8/26/23 9:46,9/18/23 9:46
LN018307,65165,8/20/23,267000000,20.78,12,1,2,,2,Approved,322482600,High,8/20/23 18:13,8/29/23 18:13
LN018308,59948,3/20/23,261000000,21.43,24,1,2,,1,Approved,372864600,High,3/20/23 9:45,3/20/23 9:45
LN018309,44725,3/14/23,49000000,6.11,12,1,3,,1,Charged-off,51993900,High,3/14/23 9:05,4/7/23 9:05
LN018310,29450,7/17/23,125000000,20.64,48,2,2,,1,Approved,228200000,Medium,7/17/23 4:37,7/31/23 4:37
LN018311,23300,8/3/23,45000000,11.07,36,2,3,,3,Charged-off,59944500,High,8/3/23 23:07,8/6/23 23:07
LN018312,94600,1/13/23,244000000,7.76,24,1,3,,3,Approved,281868800,High,1/13/23 15:31,1/30/23 15:31
LN018313,14441,3/13/23,402000000,15.44,36,1,2,,2,Charged-off,588206400,Medium,3/13/23 8:28,4/11/23 8:28
LN018314,29332,6/12/23,226000000,16.41,36,2,3,,2,Approved,337259800,High,6/12/23 19:59,7/6/23 19:59
LN018315,30115,7/15/23,354000000,14.7,48,2,1,,3,Approved,562152000,Low,7/15/23 19:01,8/6/23 19:01
LN018316,97404,11/20/23,20000000,18.06,48,1,2,,2,Approved,34448000,High,11/20/23 7:56,12/15/23 7:56
LN018317,51997,3/18/23,157000000,19.28,48,2,1,,3,Approved,278078400,High,3/18/23 10:53,3/29/23 10:53
LN018318,96151,7/24/23,161000000,7.74,36,3,2,,1,Charged-off,198384200,High,7/24/23 13:24,7/31/23 13:24
LN018319,23615,7/7/23,322000000,17.34,12,3,3,,2,Approved,377834800,Low,7/7/23 23:06,7/14/23 23:06
LN018320,24732,1/8/23,354000000,6.09,60,1,1,,3,Charged-off,461793000,Low,1/8/23 11:50,1/11/23 11:50
LN018321,35367,8/11/23,78000000,13.98,48,1,2,,3,Approved,121617600,Medium,8/11/23 4:28,9/4/23 4:28
LN018322,52738,12/5/23,309000000,7,24,2,3,,1,Approved,352260000,Low,12/5/23 8:11,12/7/23 8:11
LN018323,10981,3/30/23,495000000,13.99,12,1,2,,2,Approved,564250500,Low,3/30/23 20:34,4/9/23 20:34
LN018324,72881,3/19/23,328000000,8.51,48,2,3,,1,Charged-off,439651200,High,3/19/23 2:38,3/31/23 2:38
LN018325,68609,10/31/23,303000000,19.69,48,3,3,,3,Approved,541642800,Low,10/31/23 18:52,11/9/23 18:52
LN018326,97090,4/5/23,155000000,22.99,48,1,2,,3,Approved,297538000,Medium,4/5/23 18:52,4/27/23 18:52
LN018327,91666,4/22/23,225000000,8.39,60,2,3,,2,Approved,319387500,High,4/22/23 14:12,5/8/23 14:12
LN018328,94351,2/18/23,219000000,19.73,12,2,3,,3,Approved,262208700,High,2/18/23 22:34,2/25/23 22:34
LN018329,18566,1/9/23,237000000,7.92,48,1,3,,3,Charged-off,312081600,Medium,1/9/23 15:29,1/19/23 15:29
LN018330,81885,7/20/23,457000000,13.67,12,3,2,,3,Approved,519471900,High,7/20/23 13:49,8/16/23 13:49
LN018331,20728,8/30/23,400000000,17.51,12,3,3,,3,Approved,470040000,Medium,8/30/23 5:40,9/12/23 5:40
LN018332,93911,3/18/23,245000000,15.75,36,3,1,,2,Approved,360762500,High,3/18/23 5:18,3/23/23 5:18
LN018333,97350,5/19/23,444000000,6.14,12,2,1,,3,Approved,471261600,High,5/19/23 16:09,6/18/23 16:09
LN018334,46214,6/22/23,300000000,12.25,60,1,1,,2,Approved,483750000,Medium,6/22/23 8:29,7/18/23 8:29
LN018335,67935,4/12/23,253000000,14.4,60,2,3,,2,Approved,435160000,Medium,4/12/23 11:22,5/12/23 11:22
LN018336,97081,1/12/23,314000000,12.83,60,3,1,,3,Approved,515431000,High,1/12/23 7:42,2/4/23 7:42
LN018337,55588,9/12/23,65000000,18.31,60,1,3,,3,Approved,124507500,Low,9/12/23 8:00,9/29/23 8:00
LN018338,28953,7/20/23,263000000,22.76,48,2,2,,3,Approved,502435200,Low,7/20/23 10:38,8/17/23 10:38
LN018339,78408,3/23/23,430000000,18.35,12,3,2,,3,Approved,508905000,Medium,3/23/23 0:06,4/6/23 0:06
LN018340,84904,6/5/23,103000000,16.8,36,3,1,,2,Approved,154912000,Low,6/5/23 13:19,6/15/23 13:19
LN018341,44103,10/9/23,239000000,7.98,48,1,3,,2,Charged-off,315288800,Medium,10/9/23 21:31,10/15/23 21:31
LN018342,80949,5/23/23,289000000,11.98,24,2,2,,1,Approved,358244400,Low,5/23/23 5:23,6/13/23 5:23
LN018343,59264,4/27/23,414000000,15.97,48,1,2,,3,Approved,678463200,Medium,4/27/23 1:55,4/30/23 1:55
LN018344,30156,4/8/23,359000000,23.68,48,1,3,,2,Approved,699044800,High,4/8/23 3:33,5/2/23 3:33
LN018345,23423,9/7/23,444000000,11.1,48,1,2,,2,Approved,641136000,High,9/7/23 14:01,9/23/23 14:01
LN018346,48062,11/7/23,101000000,11.76,48,3,3,,3,Approved,148510400,High,11/7/23 14:28,11/15/23 14:28
LN018347,52805,9/13/23,246000000,16.79,36,2,1,,2,Approved,369910200,Medium,9/13/23 6:38,9/30/23 6:38
LN018348,11987,8/10/23,95000000,22.99,60,1,3,,3,Approved,204202500,Medium,8/10/23 8:23,9/8/23 8:23
LN018349,72979,8/11/23,273000000,15.86,12,2,3,,1,Approved,316297800,Medium,8/11/23 9:13,9/9/23 9:13
LN018350,47597,3/23/23,48000000,8.49,60,1,1,,3,Approved,68376000,Low,3/23/23 2:01,4/19/23 2:01
LN018351,93905,9/7/23,469000000,6.51,36,2,1,,1,Approved,560595700,Low,9/7/23 3:58,9/14/23 3:58
LN018352,37868,12/7/23,403000000,22.78,36,2,2,,2,Approved,678410200,Low,12/7/23 8:56,12/14/23 8:56
LN018353,86970,1/31/23,199000000,18.4,48,1,3,,3,Approved,345464000,High,1/31/23 23:35,2/12/23 23:35
LN018354,73805,6/30/23,274000000,9.41,48,3,1,,1,Approved,377133600,Medium,6/30/23 4:32,7/9/23 4:32
LN018355,90084,2/24/23,352000000,19.49,12,1,1,,2,Approved,420604800,High,2/24/23 3:08,3/14/23 3:08
LN018356,26636,2/4/23,202000000,19.39,48,1,3,,3,Approved,358671200,Medium,2/4/23 12:46,2/8/23 12:46
LN018357,67467,6/15/23,118000000,20.44,12,1,2,,3,Charged-off,142119200,Medium,6/15/23 13:35,6/18/23 13:35
LN018358,27007,12/28/23,290000000,22.84,36,2,2,,3,Approved,488708000,Medium,12/28/23 23:32,1/8/24 23:32
LN018359,86864,9/2/23,134000000,8.04,12,1,3,,1,Approved,144773600,Medium,9/2/23 6:41,9/6/23 6:41
LN018360,13389,11/8/23,388000000,24.13,12,1,1,,1,Approved,481624400,Medium,11/8/23 8:43,12/4/23 8:43
LN018361,19458,5/29/23,203000000,24.97,24,3,1,,3,Approved,304378200,Medium,5/29/23 23:31,6/20/23 23:31
